SUMMARIZATION_LEVEL,NAME,ORGANIZATION_CITY,ORGANIZATION_ZIP,PRODUCT_TYPE,MEASURE_CODE,MEASURE_DESCRIPTION,MEASURE_COMPONENT,MEASURE_SUMMARY_UNITS,AGE_STRATIFICATION,MEASURE_RESULT,LOWER_95_CI,UPPER_95_CI,REPORTING_PERIOD_BEGIN_DT,REPORTING_PERIOD_END_DT,PERFORMANCE_CATEGORY
Clinic,Healthpoint Auburn,Auburn,98002,MEDICAID,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.46,0.42,0.51,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Community Health Center Of Snohomish County - Everett Northclinic,Everett,98201,MEDICAID,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.73,0.65,0.82,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,The Polyclinic - Madison Center,Seattle,98104,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.82,0.79,0.84,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Kaiser Permanente Factoria Medical Center,Bellevue,98006,COMMERCIAL,CDC-HBA1C,Comprehensive Diabetes Care - HbA1c Testing,Compliance,Percent Compliance,Overall,0.91,0.82,0.99,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Franciscan Medical Clinic - Lakewood,Lakewood,98499,COMMERCIAL,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.5,0.43,0.57,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Statewide,,,,MEDICAID,CWP,Appropriate Testing for Children With Pharyngitis,Compliance,Percent Compliance,Overall,0.73,0.72,0.74,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Clinic,Covington Clinic South - Valley Medical Center,Covington,98042,COMMERCIAL,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.68,0.63,0.73,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Franciscan Medical Clinic - Seahurst,Burien,98166,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.45,0.37,0.54,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,The Polyclinic - Northgate Plaza,Seattle,98115,COMMERCIAL,AAB,Avoidance of Antibiotic Treatment in Adults With Acute Bronchitis,Compliance,Percent Compliance,Overall,0.57,0.37,0.76,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Kadlec - Pasco Primary Care,Pasco,99301,MEDICAID,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.49,0.32,0.65,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Anacortes Family Medicine,Anacortes,98221,COMMERCIAL,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.58,0.41,0.76,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,The Polyclinic - Broadway,Seattle,98122,COMMERCIAL,PDC-DR,Proportion of Days Covered - Diabetes All Class (DR),Compliance,Percent Compliance,Overall,0.73,0.65,0.81,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kaiser Permanente Burien Medical Center,Burien,98166,COMMERCIAL,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.8,0.78,0.83,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Peacehealth Medical Group - Family Medicine Of Southwest Washington,Vancouver,98663,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.29,0.25,0.33,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Overlake Medical Clinics Primary Care - Hospital Campus,Bellevue,98004,COMMERCIAL,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.75,0.67,0.84,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Providence Health & Services - Hawks Prairie Family Medicine,Lacey,98516,MEDICAID,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.81,0.74,0.88,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Virginia Mason University Village Medical Center,Seattle,98105,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.82,0.75,0.89,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Community Health Association Of Spokane - Maple Street Clinic,Spokane,99205,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Confluence Health - Moses Lake Clinic,Moses Lake,98837,MEDICAID,AAB,Avoidance of Antibiotic Treatment in Adults With Acute Bronchitis,Compliance,Percent Compliance,Overall,0.67,0.51,0.83,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Confluence Health - Moses Lake Clinic,Moses Lake,98837,MEDICAID,W15,Well-Child Visits in the First 15 Months of Life,Compliance - 6+ Visits,Percent Compliance,Overall,0.55,0.48,0.62,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,The Vancouver Clinic - Salmon Creek,Vancouver,98686,MEDICAID,CDC-EYE,Comprehensive Diabetes Care - Eye Exam Performed,Compliance,Percent Compliance,Overall,0.68,0.56,0.8,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,International District Medical & Dental Clinic,Seattle,98104,MEDICAID,CDC-NEPH,Comprehensive Diabetes Care - Medical Attention for Nephrology,Compliance,Percent Compliance,Overall,0.99,0.96,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,The Vancouver Clinic - Battle Ground,Battle Ground,98604,MEDICAID,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.41,0.26,0.57,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Trios Care Center At Chavallo Complex,Kennewick,99336,MEDICAID,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.63,0.59,0.67,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Providence Health & Services - Harbour Pointe Clinic,Mukilteo,98275,MEDICAID,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.54,0.44,0.64,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Pacific General Medical Clinic,Tacoma,98408,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kaiser Permanente Renton Medical Center,Renton,98056,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,3,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,"Yakima Valley Farm Workers Clinic , Yakima Medical-Dental Clinic",Yakima,98901,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,206.58,202.01,211.14,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Swedish Health Services - Seattle - South Lake Union Primary Care,Seattle,98109,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Confluence Health - Moses Lake Clinic,Moses Lake,98837,MEDICAID,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,North Cascade Family Physicians,Mount Vernon,98274,MEDICAID,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,3,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,The Polyclinic - Madison Center,Seattle,98104,COMMERCIAL,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.46,0.39,0.53,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Olympia Pediatrics,Olympia,98506,COMMERCIAL,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.31,0.23,0.39,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Valley Medical Center - Lake Sawyer Clinic,Maple Valley,98038,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.59,0.48,0.7,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Valley Medical Center - Newcastle Clinic,Newcastle,98056,COMMERCIAL,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.75,0.71,0.8,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Northshore Medical Group - White Salmon,White Salmon,98672,MEDICAID,CDC-EYE,Comprehensive Diabetes Care - Eye Exam Performed,Compliance,Percent Compliance,Overall,0.27,0.16,0.38,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Multicare Covington Clinic Family Practice,Covington,98042,MEDICAID,CWP,Appropriate Testing for Children With Pharyngitis,Compliance,Percent Compliance,Overall,0.79,0.66,0.93,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Providence Health & Services - St Peter Family Medicine,Olympia,98506,COMMERCIAL,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.83,0.73,0.94,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Columbia Medical Associates - South Hill Family Medicine,Spokane,99223,COMMERCIAL,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.83,0.73,0.93,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Franciscan Medical Clinic - University Place,University Place,98466,MEDICAID,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.52,0.42,0.63,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kadlec - Family Medicine Residency,Richland,99352,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,17.65,10.24,25.05,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Longview Medical Clinic,Longview,98632,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,5.87,4.17,7.57,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Peninsula Community Health Services - Sixth Street Bremerton,Bremerton,98337,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,2.37,1.42,3.32,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Seattle - Center For Comprehensive Care,Seattle,98104,MEDICAID,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Multicare Rockwood Main Clinic,Spokane,99202,MEDICAID,CDC-NEPH,Comprehensive Diabetes Care - Medical Attention for Nephrology,Compliance,Percent Compliance,Overall,0.87,0.83,0.92,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Anacortes Family Medicine,Anacortes,98221,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Skagit Pediatrics - Mount Vernon,Mount Vernon,98274,MEDICAID,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.51,0.4,0.63,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Factoria,Bellevue,98006,COMMERCIAL,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.78,0.75,0.82,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Kvh Family Medicine - Cle Elum,Cle Elum,98922,MEDICAID,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.57,0.42,0.73,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kvh Family Medicine - Cle Elum,Cle Elum,98922,MEDICAID,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.56,0.44,0.68,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Franciscan Medical Clinic - Federal Way,Federal Way,98003,MEDICAID,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.64,0.55,0.73,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Seattle - Sand Point Primary Care,Seattle,98105,COMMERCIAL,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.64,0.51,0.77,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Harbor Pediatrics,Gig Harbor,98335,COMMERCIAL,W15,Well-Child Visits in the First 15 Months of Life,Compliance - 6+ Visits,Percent Compliance,Overall,0.7,0.53,0.87,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Sea-Mar Community Health Center - Kent,Kent,98032,MEDICAID,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.65,0.51,0.79,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Walla Walla Clinic,Walla Walla,99362,MEDICAID,CDC-EYE,Comprehensive Diabetes Care - Eye Exam Performed,Compliance,Percent Compliance,Overall,0.48,0.36,0.6,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Moses Lake Community Health Center,Moses Lake,98837,MEDICAID,AAB,Avoidance of Antibiotic Treatment in Adults With Acute Bronchitis,Compliance,Percent Compliance,Overall,0.49,0.37,0.6,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Olympic Internal Medicine,Bremerton,98310,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,6.79,4.51,9.08,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Franciscan Medical Clinic - Enumclaw,Enumclaw,98022,MEDICAID,CDC-EYE,Comprehensive Diabetes Care - Eye Exam Performed,Compliance,Percent Compliance,Overall,0.24,0.11,0.37,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,The Vancouver Clinic - Salmon Creek,Vancouver,98686,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Three Rivers Family Medicine,Richland,99352,COMMERCIAL,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.66,0.64,0.69,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Virginia Mason Federal Way Medical Center,Federal Way,98003,COMMERCIAL,PDC-DR,Proportion of Days Covered - Diabetes All Class (DR),Compliance,Percent Compliance,Overall,0.7,0.59,0.81,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,The Vancouver Clinic - Columbia Tech Center,Vancouver,98684,MEDICAID,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.48,0.31,0.64,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,"Yakima Valley Farm Workers Clinic , Yakima Medical-Dental Clinic",Yakima,98901,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,53.7,47.54,59.86,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Uw Neighborhood Belltown Clinic,Seattle,98121,MEDICAID,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,3,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Newport Health Center - Family Practice Clinic,Newport,99156,COMMERCIAL,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.45,0.26,0.64,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,The Polyclinic - Madison Center,Seattle,98104,COMMERCIAL,CDC-HBA1C,Comprehensive Diabetes Care - HbA1c Testing,Compliance,Percent Compliance,Overall,0.95,0.92,0.99,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Community Health Of Central Washington - Yakima Clinic,Yakima,98902,MEDICAID,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.45,0.38,0.51,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Samaritan Clinic - Moses Lake,Moses Lake,98837,MEDICAID,CDC-NEPH,Comprehensive Diabetes Care - Medical Attention for Nephrology,Compliance,Percent Compliance,Overall,0.73,0.61,0.86,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Community Health Center Of Snohomish County - Edmonds Clinic,Edmonds,98026,MEDICAID,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.87,0.82,0.92,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,"Providence Health & Services - Internal Medicine, Mill Creek Campus",Everett,98208,MEDICAID,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.61,0.47,0.76,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,South Island Medical Primary & Immediate Care,Freeland,98249,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.67,0.6,0.74,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Providence Health & Services - Harbour Pointe Clinic,Mukilteo,98275,MEDICAID,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.86,0.73,0.99,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Peacehealth Medical Group Sw. - Vancouver - Fisher'S Landing,Vancouver,98683,MEDICAID,CDC-HBA1C,Comprehensive Diabetes Care - HbA1c Testing,Compliance,Percent Compliance,Overall,0.69,0.62,0.77,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,"Confluence Health - Central Washington Hospital & Clinics, Miller Street",Wenatchee,98801,MEDICAID,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.64,0.52,0.77,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Multicare Tacoma Family Medicine,Tacoma,98405,MEDICAID,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.88,0.81,0.95,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Ocean Beach Hospital - Medical Clinic,Ilwaco,98624,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.67,0.55,0.79,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Selah Family Medicine,Selah,98942,MEDICAID,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.52,0.33,0.7,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,"Unify Community Health, Northeast Community Center",Spokane,99207,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,121.33,116.55,126.11,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Best Practices Medical Clinic,Yakima,98902,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.66,0.59,0.73,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Child & Adolescent Clinic - Longview,Longview,98632,COMMERCIAL,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.59,0.41,0.77,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Franciscan Medical Clinic - Burien,Burien,98148,MEDICAID,CDC-NEPH,Comprehensive Diabetes Care - Medical Attention for Nephrology,Compliance,Percent Compliance,Overall,0.89,0.81,0.98,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Franciscan Medical Clinic - Burien,Burien,98148,MEDICAID,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.73,0.57,0.88,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Pioneer Family Practice - Lacey,Lacey,98503,MEDICAID,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,3,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Valley Medical Center - Maple Valley Clinic,Maple Valley,98038,COMMERCIAL,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.77,0.62,0.92,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Uw Neighborhood Ravenna Clinic,Seattle,98105,COMMERCIAL,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.68,0.59,0.76,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Ridgefield Family Medicine - Ridgefield,Ridgefield,98642,MEDICAID,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Redmond Primary Care,Redmond,98052,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.76,0.69,0.83,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,"Providence Health & Services - North East Washington Medical Group,  Kettle Falls",Kettle Falls,99141,COMMERCIAL,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.69,0.53,0.86,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Community Health Center Of Snohomish County - Edmonds Clinic,Edmonds,98026,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,1.6,0.91,2.29,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Providence Health & Services - Marysville Clinic,Marysville,98271,MEDICAID,CDC-HBA1C,Comprehensive Diabetes Care - HbA1c Testing,Compliance,Percent Compliance,Overall,0.85,0.75,0.96,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Evergreenhealth Primary Care - Redmond,Redmond,98052,COMMERCIAL,CDC-HBA1C,Comprehensive Diabetes Care - HbA1c Testing,Compliance,Percent Compliance,Overall,0.92,0.83,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kaiser Permanente Cascade Park,Vancouver,98684,MEDICAID,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.63,0.52,0.73,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Yakima Neighborhood Health Services,Yakima,98901,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.6,0.55,0.66,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Unity Care Northwest,Bellingham,98225,MEDICAID,CDC-NEPH,Comprehensive Diabetes Care - Medical Attention for Nephrology,Compliance,Percent Compliance,Overall,0.88,0.83,0.94,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Uw Neighborhood Factoria Clinic,Bellevue,98006,MEDICAID,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.58,0.41,0.75,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Covington Clinic South - Valley Medical Center,Covington,98042,MEDICAID,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.45,0.26,0.64,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,"Peacehealth Medical Group - Longview Clinic, Lakefront",Longview,98632,MEDICAID,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.68,0.56,0.81,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Seattle - West Seattle Primary Care,Seattle,98116,COMMERCIAL,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.58,0.47,0.68,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,"Peacehealth Medical Group - Bellingham Clinic, Cordata Main",Bellingham,98226,COMMERCIAL,CWP,Appropriate Testing for Children With Pharyngitis,Compliance,Percent Compliance,Overall,0.78,0.63,0.93,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Mary Bridge Pediatrics - Auburn,Auburn,98001,MEDICAID,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.68,0.65,0.71,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Uw Neighborhood Woodinville Clinic,Woodinville,98072,COMMERCIAL,CDC-EYE,Comprehensive Diabetes Care - Eye Exam Performed,Compliance,Percent Compliance,Overall,0.58,0.42,0.74,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Valley Medical Center - Cascade Clinic,Renton,98055,MEDICAID,CDC-HBA1C,Comprehensive Diabetes Care - HbA1c Testing,Compliance,Percent Compliance,Overall,0.93,0.83,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Peacehealth Medical Group - Bellingham Clinic,Bellingham,98225,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,16.16,12.17,20.15,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Valley Medical Center - Fairwood Clinic,Renton,98058,MEDICAID,CDC-HBA1C,Comprehensive Diabetes Care - HbA1c Testing,Compliance,Percent Compliance,Overall,0.88,0.78,0.98,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
